TRADEDATE,AFKS,AFLT,ALRS,APTK,AQUA,ASTR,BANE,BANEP,BELU,BSPB,CBOM,CHMF,CNRU,DATA,DIAS,ENPG,ETLN,EUTR,FEES,FESH,FIXR,FLOT,GAZP,GCHE,GEMC,GMKN,HEAD,HYDR,IRAO,IRKT,IVAT,KCHEP,KMAZ,LENT,LKOH,LSNGP,LSRG,MAGN,MBNK,MDMG,MGNT,MOEX,MRKC,MRKP,MRKU,MRKV,MRKZ,MSNG,MSRS,MTLR,MTLRP,MTSS,MVID,NLMK,NMTP,NVTK,OGKB,OZON,OZPH,PHOR,PIKK,PLZL,POSI,PRMD,RAGR,RASP,RENI,RNFT,ROLO,ROSN,RTGZ,RTKM,RTKMP,RUAL,SBER,SBERP,SELG,SFIN,SGZH,SIBN,SMLT,SNGS,SNGSP,SOFL,SPBE,SVAV,SVCB,T,TATN,TATNP,TGKN,TORSP,TRMK,TRNFP,UGLD,UNAC,UPRO,UWGN,VGSB,VGSBP,VKCO,VSEH,VSMO,VTBR,WUSH,X5,YDEX,YKENP
2019-02-25,9.685,100.04,96.25,5.216,146.0,,1970.5,1872.0,512.0,50.1,5.45,1029.8,,,,,,,0.169,5.0,,,154.6,1506.0,,14594.0,,0.5111,3.88,39.52,,0.306,59.5,,5533.0,99.65,646.8,44.695,,,3922.5,89.67,0.2892,0.2634,0.199,0.1,0.05,2.1,0.692,77.83,102.05,250.9,403.6,159.44,7.505,1121.2,0.3701,,,2540.0,359.5,5373.0,,,,151.52,,594.8,1.998,396.5,15400.0,72.9,60.4,32.0,205.86,177.46,9.62,550.0,,334.85,,26.4,40.385,,,399.0,,,787.1,558.8,0.00476,0.307,48.18,169900.0,,0.7005,2.743,494.4,1.09,0.948,,,16280.0,0.03624,,,,0.25
2019-02-26,9.77,98.98,97.6,5.193,147.0,,1972.5,1871.0,506.0,50.34,5.435,1035.0,,,,,,,0.16914,5.08,,,155.36,1500.0,,14420.0,,0.5045,3.93,39.8,,0.291,59.3,,5551.0,100.0,644.6,44.995,,,3875.5,90.43,0.2898,0.2637,0.1962,0.10145,0.05,2.1025,0.6885,77.93,102.05,252.5,405.7,158.86,7.48,1106.0,0.363,,,2560.0,361.0,5445.0,,,,154.9,,585.0,2.0,399.0,15400.0,73.0,60.4,32.295,205.8,177.64,9.65,539.2,,331.25,,26.24,40.73,,,396.0,,,789.9,555.3,0.00476,0.302,48.38,170400.0,,0.706,2.753,493.7,1.038,0.848,,,16300.0,0.0358,,,,0.256
2019-02-27,9.64,97.7,96.3,5.135,147.0,,1976.0,1880.5,499.0,50.52,5.44,1033.4,,,,,,,0.1696,5.015,,,156.4,1508.0,,14302.0,,0.5002,3.926,39.66,,0.302,57.0,,5580.0,96.85,636.0,44.4,,,3803.0,90.67,0.2898,0.2622,0.19,0.10035,0.0494,2.1195,0.6835,76.53,99.35,252.4,407.9,158.62,7.495,1095.4,0.3635,,,2553.0,363.0,5450.0,,,,152.9,,584.2,1.996,400.4,15400.0,73.1,60.3,31.7,205.4,177.78,9.7,539.4,,327.6,,26.07,40.605,,,400.0,,,794.9,547.7,0.0048,0.306,48.42,170100.0,,0.7065,2.7,489.1,1.142,0.92,,,16280.0,0.035955,,,,0.25
2019-02-28,9.919,97.1,95.1,5.14,145.5,,1967.0,1857.0,505.0,50.2,5.515,1028.8,,,,,,,0.167,5.065,,,158.99,1506.0,,14114.0,,0.497,3.915,39.74,,0.303,57.9,,5501.0,97.2,637.4,44.5,,,3780.0,91.22,0.2892,0.2625,0.1852,0.09935,0.0491,2.117,0.6915,76.13,100.0,253.0,412.0,158.44,7.45,1080.4,0.3561,,,2555.0,359.0,5470.0,,,,155.98,,576.2,2.008,398.8,15400.0,72.9,60.2,31.685,207.8,180.15,9.7,518.8,,327.9,,25.69,40.175,,,398.5,,,776.1,548.5,0.00482,0.306,48.34,170600.0,,0.703,2.71,493.2,1.1,0.894,,,16240.0,0.0359,,,,0.25
2019-03-01,9.901,96.76,94.9,5.132,145.5,,1969.0,1861.0,518.0,50.2,5.5,1029.0,,,,,,,0.1661,5.0,,,156.71,1490.0,,14100.0,,0.4999,3.935,39.62,,0.303,57.9,,5500.5,98.25,642.2,44.09,,,3904.0,91.57,0.29,0.2636,0.189,0.0999,0.0497,2.107,0.687,77.47,100.95,252.6,406.6,157.74,7.415,1076.2,0.3628,,,2508.0,355.9,5350.5,,,,149.16,,570.4,2.01,398.25,15400.0,72.9,60.25,31.925,206.54,179.85,9.64,528.2,,331.0,,25.56,40.245,,,400.0,,,775.2,548.0,0.00476,0.306,48.1,167000.0,,0.703,2.709,487.1,1.398,0.99,,,16240.0,0.03603,,,,0.245
2019-03-04,9.9,98.36,93.65,5.153,145.5,,1980.0,1879.0,518.0,51.04,5.501,1041.6,,,,,,,0.1673,4.915,,,154.4,1500.0,,13794.0,,0.4965,3.9425,39.92,,0.29,57.4,,5546.5,99.55,647.2,43.965,,,3860.0,92.44,0.2914,0.2648,0.1902,0.10035,0.0497,2.148,0.69,77.13,100.05,255.95,406.5,162.04,7.415,1094.2,0.3671,,,2531.0,355.0,5092.0,,,,147.5,,579.4,2.002,398.05,15400.0,72.58,60.3,32.415,205.5,179.1,9.6,534.6,,334.0,,25.4,40.17,,,396.5,,,770.1,549.7,0.00486,0.301,47.7,166150.0,,0.701,2.724,487.0,1.954,1.384,,,16220.0,0.03597,,,,0.244
2019-03-05,9.835,96.26,92.0,5.118,145.5,,1968.0,1861.0,500.0,51.06,5.465,1033.4,,,,,,,0.16694,5.0,,,153.2,1492.0,,13770.0,,0.4921,3.853,39.58,,0.29,56.9,,5622.5,97.95,646.0,43.5,,,3900.0,92.38,0.2904,0.2641,0.1886,0.0998,0.0489,2.17,0.6835,76.04,98.05,256.15,404.0,166.18,7.35,1081.0,0.361,,,2526.0,354.8,5139.5,,,,142.9,,579.4,2.006,395.9,15400.0,72.8,60.5,32.27,202.92,177.2,9.66,536.4,,332.0,,25.385,40.1,,,396.5,,,760.0,547.0,0.00486,0.306,46.92,162850.0,,0.6805,2.668,488.6,2.734,1.936,,,16260.0,0.0353,,,,0.241
2019-03-06,9.892,98.12,92.34,5.101,145.5,,1971.5,1862.0,498.0,50.76,5.518,1029.6,,,,,,,0.1657,5.45,,,154.2,1478.0,,14442.0,,0.4958,3.8635,39.7,,0.308,56.1,,5713.0,98.8,639.6,43.75,,,3859.0,93.6,0.2898,0.2647,0.1856,0.09995,0.0487,2.164,0.683,76.55,98.85,257.5,403.5,165.36,7.34,1092.0,0.3695,,,2531.0,352.1,5205.5,,,,147.76,,579.8,2.004,402.3,15400.0,72.8,60.35,32.77,205.0,178.0,9.64,544.0,,332.0,,25.39,40.16,,,390.0,,,766.0,549.8,0.00478,0.3,46.9,165400.0,,0.686,2.708,483.3,2.002,1.436,,,16200.0,0.035495,,,,0.305
2019-03-07,9.83,99.68,92.53,5.09,144.5,,1970.5,1860.0,499.0,51.0,5.854,1020.8,,,,,,,0.165,5.4,,,151.9,1504.0,,14442.0,,0.4941,3.846,39.5,,0.317,56.3,,5677.0,99.45,644.0,43.5,,,3850.0,93.95,0.2898,0.2635,0.1868,0.0993,0.0488,2.15,0.678,75.3,98.0,254.9,407.6,165.5,7.27,1074.6,0.364,,,2554.0,352.5,5200.0,,,,144.0,,595.0,1.998,402.0,15400.0,72.84,60.05,31.76,203.95,177.83,9.57,551.2,,329.9,,25.2,40.26,,,391.0,,,755.2,543.0,0.00476,0.3,47.1,163000.0,,0.6785,2.68,480.0,1.844,1.278,,,16180.0,0.03522,,,,0.265
2019-03-11,9.812,102.1,93.5,5.047,146.0,,1966.0,1848.0,499.0,50.8,5.9,1025.8,,,,,,,0.16504,5.295,,,151.6,1536.0,,14100.0,,0.4951,3.8435,38.98,,0.299,56.2,,5561.0,98.7,644.8,44.21,,,3801.5,93.14,0.2914,0.264,0.1892,0.0997,0.051,2.122,0.6785,74.38,97.5,256.6,405.0,163.44,7.24,1089.0,0.3652,,,2503.0,354.2,5235.0,,,,141.22,,577.2,2.012,399.75,15200.0,72.84,60.0,31.29,205.25,178.99,9.68,557.0,,325.0,,24.73,39.94,,,385.0,,,747.0,542.0,0.00476,0.302,46.68,160050.0,,0.676,2.69,481.3,1.696,1.224,,,16320.0,0.03537,,,,0.282
2019-03-12,9.91,100.22,94.11,4.935,149.5,,1959.0,1846.5,500.0,51.62,5.94,1021.6,,,,,,,0.16768,5.465,,,151.64,1594.0,,14380.0,,0.5001,3.873,39.4,,0.301,55.6,,5576.0,99.5,646.0,44.65,,,3790.0,93.0,0.294,0.2645,0.19,0.09985,0.0509,2.0955,0.6795,73.25,96.7,258.0,404.0,163.32,7.32,1088.0,0.369,,,2491.0,353.2,5325.0,,,,141.36,,578.6,2.0,397.5,15500.0,72.48,59.9,31.3,205.1,179.14,9.65,550.0,,323.15,,24.61,39.8,,,382.0,,,732.5,529.0,0.00476,0.298,46.56,163100.0,,0.7,2.678,482.5,1.864,1.34,,,16260.0,0.03565,,,,0.276
2019-03-13,9.91,100.5,96.04,4.93,148.0,,1955.5,1839.0,497.0,51.82,5.943,1014.0,,,,,,,0.16586,5.54,,,153.3,1698.0,,13850.0,,0.5085,3.868,39.34,,0.309,55.0,,5609.0,100.7,644.0,44.965,,,3830.0,91.82,0.3042,0.2689,0.1918,0.09975,0.0548,2.09,0.684,74.37,97.35,260.25,405.8,166.9,7.28,1080.0,0.361,,,2500.0,353.8,5444.5,,,,139.52,,578.4,2.01,400.0,15500.0,72.9,59.85,31.065,206.0,179.95,9.72,557.0,,322.5,,24.215,39.85,,,378.0,,,729.0,524.6,0.00476,0.299,46.4,164950.0,,0.6975,2.682,484.9,2.048,1.394,,,16180.0,0.03634,,,,0.279
2019-03-14,9.85,99.66,95.92,5.005,147.0,,1956.0,1841.0,485.0,51.84,5.965,1007.8,,,,,,,0.1656,5.5,,,152.68,2060.0,,13952.0,,0.501,3.85,39.2,,0.306,53.9,,5608.0,102.35,643.4,45.19,,,3750.0,91.5,0.3006,0.2687,0.1884,0.1002,0.053,2.073,0.68,73.74,97.15,259.3,404.8,166.38,7.16,1060.4,0.3649,,,2495.0,352.0,5468.0,,,,140.4,,580.0,2.006,398.3,15100.0,72.68,59.9,30.425,203.66,178.56,9.65,546.6,,318.5,,24.16,39.63,,,374.0,,,731.8,531.0,0.00476,0.29,45.88,164600.0,,0.688,2.65,482.5,1.83,1.244,,,16220.0,0.036215,,,,0.283
2019-03-15,10.0,100.08,95.4,4.995,147.5,,1943.0,1794.5,486.0,51.52,5.93,1036.8,,,,,,,0.1697,5.415,,,154.56,2120.0,,14226.0,,0.5024,3.89,38.62,,0.306,54.2,,5662.5,98.0,640.2,45.3,,,3776.5,91.08,0.2988,0.2696,0.187,0.09995,0.0519,2.137,0.6785,73.31,96.45,260.0,403.0,167.7,7.16,1057.6,0.3596,,,2487.0,352.2,5343.5,,,,137.0,,599.0,1.992,401.25,15100.0,72.6,59.85,30.285,203.55,179.05,9.66,607.0,,313.8,,24.2,39.95,,,369.5,,,743.8,530.0,0.00476,0.292,45.32,174000.0,,0.6925,2.554,476.3,1.9,1.256,,,16220.0,0.03739,,,,0.28
2019-03-18,9.85,99.92,96.75,4.997,145.0,,1950.5,1805.5,500.0,51.76,5.96,1034.2,,,,,,,0.1677,5.46,,,155.84,2060.0,,14284.0,,0.507,3.84,39.08,,0.32,55.3,,5610.0,99.0,642.6,46.33,,,3788.0,91.45,0.2924,0.2689,0.1884,0.1003,0.0515,2.124,0.68,73.3,97.05,263.75,406.6,170.7,7.155,1054.8,0.3608,,,2461.0,353.8,5460.5,,,,139.74,,593.0,1.994,399.0,15200.0,73.7,60.3,29.945,205.9,180.9,9.73,560.4,,318.95,,24.75,39.865,,,371.0,,,753.1,540.9,0.00476,0.292,45.12,173950.0,,0.694,2.59,477.2,1.92,1.338,,,16300.0,0.03692,,,,0.276
2019-03-19,9.845,99.46,96.89,4.985,145.0,,1952.0,1816.0,498.0,52.5,5.952,1019.8,,,,,,,0.1662,5.43,,,155.5,1846.0,,14350.0,,0.5091,3.815,39.82,,0.3,55.1,,5682.5,99.5,647.2,45.565,,,3792.0,91.11,0.2892,0.2655,0.1888,0.1022,0.0528,2.1175,0.675,73.14,97.35,261.95,405.0,169.3,7.16,1052.0,0.3629,,,2460.0,353.2,5493.0,,,,139.3,,599.0,1.98,399.0,15200.0,73.55,60.2,30.01,207.7,182.15,9.71,540.6,,323.7,,25.0,40.105,,,369.5,,,767.0,550.2,0.00478,0.292,46.5,175350.0,,0.69,2.574,483.0,1.864,1.3,,,16260.0,0.03677,,,,0.28
2019-03-20,9.86,98.22,96.22,5.02,145.0,,1955.0,1817.0,498.0,53.64,5.932,1013.4,,,,,,,0.1665,5.535,,,156.09,1840.0,,14316.0,,0.5074,3.835,39.7,,0.301,55.0,,5770.0,99.4,653.0,45.055,,,3761.0,90.54,0.291,0.268,0.187,0.1011,0.0527,2.102,0.6745,72.67,97.55,258.0,406.7,167.62,7.14,1052.0,0.3619,,,2442.0,353.0,5342.0,,,,140.0,,598.0,1.962,408.5,15000.0,72.83,60.2,29.75,209.8,184.83,9.64,530.8,,327.75,,24.88,40.36,,,369.5,,,772.6,562.3,0.00478,0.292,46.96,176950.0,,0.695,2.576,479.3,2.42,1.72,,,16320.0,0.03669,,,,0.278
2019-03-21,9.8,97.3,95.7,5.029,145.0,,1958.5,1815.5,491.0,54.94,5.93,1017.2,,,,,,,0.1662,5.48,,,155.33,1920.0,,14290.0,,0.5114,3.85,39.6,,0.301,54.5,,5759.0,98.8,656.4,45.255,,,3730.0,90.63,0.2902,0.2699,0.185,0.101,0.0513,2.096,0.6705,73.99,103.5,268.0,408.6,168.64,7.165,1085.4,0.3653,,,2405.0,354.5,5394.0,,,,140.1,,592.4,1.954,409.5,15000.0,72.86,60.0,29.97,210.61,184.01,9.72,525.2,,332.55,,24.895,40.48,,,365.5,,,768.0,550.8,0.0048,0.285,47.2,179850.0,,0.701,2.589,478.6,2.138,1.574,,,16300.0,0.036515,,,,0.275
2019-03-22,9.8,97.66,95.25,5.04,146.5,,1954.0,1806.0,493.0,53.94,5.933,1013.6,,,,,,,0.1664,5.52,,,152.29,1886.0,,14280.0,,0.5049,3.83,39.32,,0.301,54.7,,5793.5,98.5,654.6,44.74,,,3688.0,89.08,0.2882,0.268,0.182,0.1007,0.0504,2.076,0.6835,72.52,103.9,265.0,407.9,166.7,7.27,1084.8,0.3717,,,2395.0,354.8,5393.5,,,,134.8,,595.4,1.922,408.4,14800.0,72.93,60.0,29.695,207.7,183.5,9.8,527.0,,324.1,,24.525,40.23,,,365.0,,,757.2,545.2,0.00476,0.283,55.2,179450.0,,0.7145,2.561,480.0,2.0,1.43,,,16300.0,0.036,,,,0.273
2019-03-25,9.723,97.0,95.51,5.04,147.5,,1957.5,1806.5,496.0,53.42,5.949,1008.4,,,,,,,0.167,5.5,,,152.29,1902.0,,14280.0,,0.5021,3.821,39.8,,0.293,55.0,,5740.0,98.1,656.0,45.15,,,3715.5,90.5,0.2918,0.2692,0.181,0.1006,0.0515,2.0705,0.681,72.1,103.35,262.0,407.5,165.6,7.24,1091.0,0.3705,,,2363.0,352.0,5260.0,,,,134.38,,600.0,1.93,404.25,14600.0,72.78,60.05,29.37,214.0,187.0,9.85,526.0,,322.55,,24.535,39.93,,,365.5,,,747.2,544.0,0.00476,0.284,59.1,178000.0,,0.727,2.57,471.8,1.894,1.37,,,16240.0,0.03633,,,,0.28
2019-03-26,9.77,97.02,94.27,5.005,151.5,,1983.0,1807.0,495.0,54.86,5.97,1014.8,,,,,,,0.16682,5.525,,,151.12,1900.0,,14300.0,,0.503,3.8235,39.56,,0.299,55.1,,5809.0,98.35,669.0,45.2,,,3760.0,91.07,0.2928,0.2704,0.178,0.1009,0.0513,2.119,0.6865,71.68,102.2,263.45,406.8,167.88,7.34,1079.0,0.388,,,2374.0,353.3,5434.0,,,,134.7,,599.0,1.952,405.2,14500.0,72.77,60.0,29.275,218.0,190.9,9.85,513.8,,322.85,,24.58,40.1,,,364.5,,,755.5,552.4,0.00486,0.285,58.6,177450.0,,0.72,2.568,466.4,1.906,1.4,,,16320.0,0.03625,,,,0.284
2019-03-27,9.715,96.1,93.6,4.996,148.5,,1956.0,1784.0,486.0,54.98,5.953,1006.0,,,,,,,0.1665,5.49,,,149.49,1900.0,,13874.0,,0.502,3.7795,39.68,,0.3,55.0,,5850.0,97.8,666.6,44.62,,,3700.0,90.61,0.2934,0.2683,0.178,0.1007,0.0512,2.0555,0.683,70.15,100.9,257.75,405.6,167.3,7.32,1061.8,0.378,,,2354.0,353.5,5410.0,,,,133.5,,572.4,1.958,404.35,14500.0,72.84,60.05,28.67,214.1,189.0,9.94,495.0,,322.45,,24.595,40.14,,,360.5,,,746.9,546.1,0.00484,0.282,57.54,175950.0,,0.7175,2.57,444.4,1.902,1.454,,,16260.0,0.03595,,,,0.273
2019-03-28,9.689,96.7,93.1,4.996,149.0,,1958.0,1797.5,499.0,54.26,5.96,1027.8,,,,,,,0.1642,6.27,,,149.98,1900.0,,13436.0,,0.5005,3.78,38.5,,0.287,55.1,,5880.0,97.7,670.0,45.125,,,3689.0,90.64,0.295,0.2719,0.1788,0.10115,0.0518,2.072,0.682,70.11,101.2,255.95,406.7,170.2,7.305,1059.2,0.384,,,2363.0,354.8,5416.5,,,,132.88,,568.0,1.952,407.5,14100.0,72.98,60.0,28.3,215.07,189.43,9.93,501.0,,319.65,,24.6,40.4,,,361.5,,,755.6,553.0,0.00484,0.282,57.74,175000.0,,0.71,2.569,449.0,1.884,1.326,,,16260.0,0.036,,,,0.274
2019-03-29,9.542,96.3,92.42,4.995,153.0,,1960.0,1813.0,469.0,54.4,5.967,1028.0,,,,,,,0.1641,6.485,,,149.61,1880.0,,13720.0,,0.5008,3.737,39.0,,0.287,54.6,,5894.0,97.6,660.0,45.9,,,3640.0,91.3,0.3004,0.2759,0.1756,0.1019,0.0519,2.098,0.6835,68.59,101.9,252.45,408.5,170.5,7.35,1078.2,0.3796,,,2393.0,353.8,5437.0,,,,131.56,,574.2,1.93,412.0,14100.0,72.51,60.15,28.1,214.42,188.2,9.92,502.0,,324.25,,24.875,40.98,,,360.5,,,755.0,557.8,0.00486,0.28,57.74,176500.0,,0.697,2.585,428.5,2.03,1.5,,,16260.0,0.035645,,,,0.293
2019-04-01,9.343,97.78,93.35,4.992,155.0,,1978.0,1840.0,500.0,54.14,5.97,1028.2,,,,,,,0.16464,6.54,,,154.53,1946.0,,13994.0,,0.51,3.725,39.0,,0.296,55.1,,5909.0,97.85,649.8,45.965,,,3690.5,92.34,0.305,0.2756,0.1772,0.102,0.0526,2.159,0.6845,67.91,101.45,254.0,406.4,172.58,7.36,1063.0,0.3858,,,2394.0,359.1,5421.5,,,,130.9,,584.4,1.924,419.7,14400.0,72.86,60.0,28.445,217.7,190.22,9.89,490.0,,324.65,,25.305,41.7,,,358.5,,,750.7,556.6,0.00486,0.284,56.06,178000.0,,0.704,2.576,425.0,1.98,1.512,,,16300.0,0.036195,,,,0.285
2019-04-02,9.31,98.36,92.7,5.0,165.5,,1972.5,1852.0,495.0,54.26,5.98,1041.8,,,,,,,0.16448,6.6,,,155.0,1902.0,,14160.0,,0.5075,3.7,39.0,,0.3,55.4,,5958.0,97.95,635.0,45.365,,,3680.0,92.14,0.32,0.2763,0.1776,0.1021,0.0531,2.16,0.682,69.8,102.0,258.0,406.2,174.7,7.3,1061.8,0.3868,,,2397.0,368.0,5480.0,,,,129.14,,599.8,1.916,418.0,14400.0,72.5,60.2,28.695,218.23,191.64,9.75,504.2,,325.75,,25.12,41.06,,,360.5,,,742.9,555.0,0.0048,0.279,56.62,178250.0,,0.7055,2.575,432.1,2.008,1.574,,,16280.0,0.0362,,,,0.303
2019-04-03,9.256,98.5,93.21,4.997,183.0,,1989.0,1842.5,490.0,55.4,5.968,1058.4,,,,,,,0.1637,6.805,,,156.99,1950.0,,14186.0,,0.5064,3.6995,38.5,,0.299,55.5,,5926.0,98.25,618.4,45.41,,,3715.0,90.77,0.317,0.277,0.1772,0.103,0.0545,2.2,0.6845,69.7,102.4,258.4,407.9,172.82,7.28,1068.0,0.3939,,,2376.0,378.4,5320.0,,,,127.68,,598.6,1.902,417.95,14300.0,72.74,60.1,28.47,219.05,193.5,9.69,498.4,,325.85,,25.23,40.7,,,369.5,,,743.1,555.9,0.00478,0.281,56.4,175650.0,,0.699,2.561,431.3,1.988,1.52,,,16380.0,0.03661,,,,0.302
2019-04-04,9.097,98.36,93.9,4.994,195.5,,1983.0,1836.0,494.0,54.0,5.964,1052.0,,,,,,,0.16288,6.895,,,158.89,1844.0,,14288.0,,0.5051,3.6275,38.62,,0.3,55.3,,5865.0,98.3,624.8,45.25,,,3666.0,91.27,0.3196,0.2773,0.18,0.1036,0.0536,2.205,0.694,70.6,102.95,262.2,407.9,174.0,7.28,1060.0,0.4,,,2387.0,366.6,5100.0,,,,132.6,,598.6,1.902,422.45,14000.0,72.98,60.1,28.4,221.8,194.9,9.44,498.0,,324.0,,25.475,40.835,,,369.5,,,733.1,547.1,0.00486,0.281,56.38,172400.0,,0.6945,2.575,429.8,1.962,1.436,,,16440.0,0.0365,,,,0.29
2019-04-05,9.06,99.54,94.7,4.993,195.0,,1989.0,1821.5,493.0,55.42,5.976,1043.2,,,,,,,0.16204,7.025,,,158.6,1848.0,,14332.0,,0.5031,3.621,38.6,,0.3,54.7,,5822.0,97.7,633.6,44.84,,,3610.0,91.02,0.32,0.2772,0.1798,0.10415,0.054,2.2045,0.6925,69.87,102.8,264.3,406.3,173.98,7.295,1065.8,0.406,,,2405.0,360.1,5096.0,,,,134.38,,600.0,1.89,421.5,14000.0,73.24,60.0,28.04,227.5,198.59,9.23,492.2,,325.75,,25.365,40.515,,,364.5,,,731.2,555.0,0.00488,0.28,56.2,169150.0,,0.6935,2.562,428.1,1.922,1.442,,,16540.0,0.03632,,,,0.289
2019-04-08,9.17,98.58,94.69,4.798,203.0,,1979.0,1823.0,489.0,55.74,5.98,1043.0,,,,,,,0.16476,6.92,,,160.5,1760.0,,14348.0,,0.5027,3.7005,38.54,,0.303,54.9,,5826.0,97.85,632.4,45.085,,,3652.0,91.0,0.324,0.2784,0.1782,0.1044,0.0542,2.259,0.688,69.42,103.5,260.85,407.9,174.52,7.3,1076.0,0.4017,,,2379.0,359.9,5141.0,,,,133.06,,592.2,1.89,420.9,14000.0,73.5,60.05,28.07,232.3,201.61,9.28,478.0,,336.75,,25.5,40.6,,,364.0,,,754.2,574.5,0.00478,0.28,56.44,167900.0,,0.7005,2.569,445.8,1.9,1.434,,,16480.0,0.0363,,,,0.286
2019-04-09,9.146,97.24,94.15,4.69,208.0,,1963.0,1818.0,487.0,55.0,5.989,1044.0,,,,,,,0.16676,6.93,,,162.7,1612.0,,14400.0,,0.5055,3.721,38.5,,0.303,52.4,,5736.0,97.65,631.0,45.065,,,3610.0,91.04,0.3204,0.2775,0.179,0.10415,0.0533,2.291,0.695,69.38,104.45,261.5,407.4,172.48,7.305,1084.0,0.4049,,,2372.0,358.6,5092.0,,,,133.4,,593.2,1.89,415.9,14000.0,74.0,60.1,28.23,238.0,205.7,9.2,472.2,,340.7,,25.54,40.53,,,363.5,,,760.9,575.8,0.00478,0.283,55.74,171050.0,,0.691,2.6,459.0,1.9,1.386,,,16460.0,0.03628,,,,0.303
2019-04-10,9.185,97.32,94.4,4.697,212.0,,1978.5,1763.5,482.0,55.24,5.997,1034.4,,,,,,,0.16868,6.71,,,162.88,1540.0,,14440.0,,0.513,3.77,38.26,,0.304,52.3,,5692.0,96.35,635.8,44.42,,,3560.5,93.11,0.319,0.2785,0.1772,0.1037,0.0533,2.323,0.6955,69.89,106.0,259.4,407.5,172.66,7.285,1084.0,0.4102,,,2374.0,357.0,4990.0,,,,133.34,,591.6,1.88,425.5,14000.0,74.34,60.05,28.16,243.68,206.4,9.22,471.0,,345.65,,25.3,40.455,,,362.5,,,758.8,583.3,0.00484,0.282,55.14,168000.0,,0.6695,2.61,447.6,1.9,1.302,,,16580.0,0.036885,,,,0.282
2019-04-11,9.12,98.4,94.1,4.713,210.0,,1972.0,1775.5,488.0,55.44,5.94,1023.6,,,,,,,0.1665,6.71,,,158.04,1498.0,,14230.0,,0.512,3.75,37.54,,0.3,52.1,,5630.0,95.85,636.2,44.09,,,3548.0,91.5,0.3218,0.279,0.1754,0.10335,0.0529,2.266,0.7015,69.91,105.8,260.5,405.0,168.4,7.185,1082.0,0.408,,,2362.0,356.1,4930.0,,,,133.22,,598.0,1.84,431.0,13900.0,73.8,60.2,27.975,238.86,203.0,9.2,469.8,,338.5,,25.2,40.45,,,364.5,,,751.0,585.0,0.00482,0.289,56.74,167300.0,,0.669,2.625,431.3,1.892,1.336,,,16500.0,0.036695,,,,0.293
2019-04-12,9.135,98.22,94.6,4.696,209.5,,1970.0,1790.0,482.0,55.7,5.96,1039.2,,,,,,,0.16586,6.93,,,159.12,1594.0,,14418.0,,0.52,3.755,38.6,,0.3,51.7,,5600.0,97.5,636.0,44.46,,,3550.5,91.4,0.3208,0.2781,0.1748,0.1027,0.053,2.2335,0.698,69.95,106.5,259.05,406.6,172.34,7.135,1097.0,0.4099,,,2357.0,355.2,4950.0,,,,135.1,,597.4,1.828,432.5,13800.0,73.78,60.2,28.0,239.5,204.81,9.2,451.0,,345.2,,25.31,40.42,,,364.0,,,750.5,588.0,0.00482,0.289,57.52,168500.0,,0.68,2.65,429.0,1.912,1.32,,,16700.0,0.036255,,,,0.276
2019-04-15,9.03,98.72,94.3,4.696,216.0,,1974.0,1797.5,485.0,55.5,5.954,1038.0,,,,,,,0.16602,6.9,,,158.33,1586.0,,14392.0,,0.532,3.74,38.7,,0.299,51.4,,5590.0,96.6,636.6,44.0,,,3500.0,91.46,0.3198,0.2741,0.1718,0.102,0.0529,2.218,0.691,69.64,106.05,260.2,407.9,168.5,7.14,1082.2,0.4091,,,2351.0,355.8,4835.0,,,,138.82,,589.0,1.84,428.9,13600.0,73.25,60.1,27.85,237.8,204.95,9.24,455.0,,346.8,,24.89,40.12,,,361.0,,,741.9,588.6,0.00482,0.293,56.5,164700.0,,0.665,2.65,428.3,1.918,1.45,,,16740.0,0.03597,,,,0.275
2019-04-16,9.079,99.12,95.4,4.544,216.0,,1989.0,1803.0,484.0,55.88,5.937,1046.6,,,,,,,0.16664,6.85,,,162.24,1608.0,,14558.0,,0.5314,3.77,39.46,,0.298,50.6,,5609.5,96.85,645.8,43.97,,,3496.0,91.05,0.3174,0.2742,0.1748,0.1022,0.0525,2.299,0.6905,69.38,106.95,257.45,407.8,172.7,7.135,1103.4,0.4103,,,2387.0,356.7,4922.0,,,,140.6,,598.8,1.866,435.15,13600.0,73.59,60.2,28.045,233.24,202.7,9.27,508.0,,348.35,,25.05,39.9,,,361.0,,,746.9,582.8,0.00482,0.3,58.0,168650.0,,0.6595,2.67,427.8,1.926,1.368,,,16880.0,0.03608,,,,0.308
2019-04-17,9.138,98.62,96.0,4.527,237.5,,1993.5,1810.0,480.0,55.84,5.998,1037.0,,,,,,,0.1663,6.845,,,164.0,1654.0,,14600.0,,0.533,3.793,40.84,,0.301,55.4,,5584.0,97.2,656.0,44.2,,,3581.0,91.2,0.319,0.2741,0.1778,0.1021,0.0533,2.3095,0.6905,69.4,106.8,258.05,407.9,171.4,7.105,1107.0,0.4073,,,2389.0,358.0,4950.0,,,,137.7,,599.8,1.88,436.5,13100.0,73.7,60.15,28.985,234.3,203.1,9.3,491.0,,349.45,,25.14,39.88,,,361.0,,,751.6,579.0,0.00482,0.303,57.8,168900.0,,0.655,2.674,430.4,1.944,1.32,,,17080.0,0.0359,,,,0.28
